gender,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,is_long_term,avg_monthly_spend,high_value,senior_high_value,tenure_group
Female,1,54,81.92,4423.68,0,1,81.90483243843734,0,0,49-72
Male,0,67,65.79,4407.93,1,1,65.78018206237874,0,0,49-72
Male,0,36,76.72,2761.92,0,1,76.69869480699806,0,0,25-48
Female,0,63,109.93,6925.59,0,1,109.91255356292652,1,0,49-72
Male,1,25,116.99,2924.75,0,1,116.94322271091562,1,1,25-48
Female,0,48,83.45,4005.6,0,1,83.43261820454072,0,0,25-48
Female,0,39,96.41,3759.99,0,1,96.38528582414766,1,0,25-48
Female,0,47,28.38,1333.86,1,1,28.373962986598595,0,0,25-48
Female,0,21,36.07,757.47,1,0,36.052831984769156,0,0,13-24
Male,1,30,93.32,2799.6,0,1,93.28890369876707,1,1,25-48
Female,0,31,63.14,1957.34,0,1,63.119638826185096,0,0,25-48
Male,1,26,64.6,1679.6,0,1,64.57516339869281,0,0,25-48
Female,1,22,50.86,1118.92,0,0,50.83689232167197,0,0,13-24
Male,1,21,80.74,1695.54,0,0,80.70157068062827,0,0,13-24
Female,0,1,38.52,38.52,1,0,38.13861386138614,0,0,0-12
Male,0,37,82.69,3059.53,0,1,82.66765738989463,0,0,25-48
Male,0,46,37.38,1719.48,0,1,37.37187567920017,0,0,25-48
Female,0,9,26.38,237.42,1,0,26.35072142064373,0,0,0-12
Female,0,17,53.04,901.68,0,0,53.00881834215167,0,0,13-24
Female,0,47,43.11,2026.17,1,1,43.10082961072113,0,0,25-48
Female,0,59,108.9,6425.1,0,1,108.8815455007626,1,0,49-72
Male,0,54,25.5,1377.0,1,1,25.495278652101465,0,0,49-72
Female,1,12,37.66,451.92,0,0,37.62864279766861,0,0,0-12
Male,0,64,74.87,4791.68,0,1,74.8583033900953,0,0,49-72
Male,1,6,68.11,408.66,0,0,67.99667221297838,0,0,0-12
Female,0,53,24.59,1303.27,0,1,24.585361252593852,0,0,49-72
Male,1,16,20.73,331.68,1,0,20.717051842598373,0,0,13-24
Male,0,5,118.81,594.05,0,0,118.57285429141716,1,0,0-12
Male,0,46,85.88,3950.48,0,1,85.86133449250164,0,0,25-48
Male,1,14,56.54,791.56,0,0,56.499643112062806,0,0,13-24
Female,0,44,67.04,2949.76,0,1,67.02476709838673,0,0,25-48
Female,1,63,46.66,2939.58,1,1,46.65259482621806,0,0,49-72
Female,0,52,54.49,2833.48,1,1,54.47952316862142,0,0,49-72
Female,0,26,84.9,2207.4,0,1,84.86735870818916,0,0,25-48
Male,0,53,108.28,5738.84,0,1,108.25957366534617,1,0,49-72
Male,0,29,38.41,1113.89,0,1,38.39675973802137,0,0,25-48
Female,0,19,104.04,1976.76,0,0,103.98527091004733,1,0,13-24
Female,0,47,32.16,1511.5199999999998,0,1,32.1531589023612,0,0,25-48
Female,0,8,41.5,332.0,0,0,41.4481897627965,0,0,0-12
Male,0,23,23.72,545.56,0,0,23.709691438504993,0,0,13-24
Female,1,35,34.08,1192.8,0,1,34.07026563838903,0,0,25-48
Female,1,53,111.73,5921.6900000000005,0,1,111.70892284474628,1,1,49-72
Female,0,58,65.94,3824.52,0,1,65.92863299431133,0,0,49-72
Male,0,5,27.77,138.85,1,0,27.714570858283434,0,0,0-12
Male,0,16,115.97,1855.52,0,0,115.89756402248594,1,0,13-24
Male,0,17,107.9,1834.3,0,0,107.8365667254556,1,0,13-24
Male,1,32,95.47,3055.04,0,1,95.44017494532959,1,1,25-48
Male,1,52,113.35,5894.2,0,1,113.32820611420881,1,1,49-72
Male,0,20,42.01,840.1999999999999,1,0,41.98900549725137,0,0,13-24
Male,0,66,103.64,6840.24,0,1,103.62429934858353,1,0,49-72
Male,0,1,89.0,89.0,0,0,88.11881188118812,0,0,0-12
Female,1,58,106.98,6204.84,1,1,106.96155835200828,1,1,49-72
Female,0,44,99.69,4386.36,0,1,99.66734832992502,1,0,25-48
Male,0,6,54.65,327.9,0,0,54.55906821963394,0,0,0-12
Male,0,50,97.44,4872.0,0,1,97.42051589682065,1,0,49-72
Female,0,20,46.25,925.0,0,0,46.22688655672164,0,0,13-24
Male,0,14,52.86,740.04,1,0,52.82226980728051,0,0,13-24
Male,1,5,30.79,153.95,0,0,30.728542914171655,0,0,0-12
Male,0,41,113.51,4653.91,0,1,113.48232138502804,1,0,25-48
Female,0,40,49.1,1964.0,1,1,49.08772806798301,0,0,25-48
Female,0,34,72.06,2450.04,0,1,72.0388121140841,0,0,25-48
Female,0,45,59.13,2660.85,0,1,59.116862919351256,0,0,25-48
Female,0,71,115.99,8235.289999999999,1,1,115.97366568089,1,0,49-72
Female,0,71,53.5,3798.5,0,1,53.4924658498803,0,0,49-72
Male,0,27,97.85,2641.95,0,1,97.81377267678636,1,0,25-48
Female,0,44,105.54,4643.76,0,1,105.51601908657125,1,0,25-48
Male,0,33,63.56,2097.48,0,1,63.54074522871858,0,0,25-48
Male,0,33,57.82,1908.06,0,1,57.802484095728566,0,0,25-48
Female,1,44,94.77,4169.88,1,1,94.74846625766872,1,1,25-48
Female,0,20,111.29,2225.8,0,0,111.2343828085957,1,0,13-24
Male,0,36,95.49,3437.64,1,1,95.46348236600944,1,0,25-48
Male,0,7,42.71,298.97,0,0,42.64907275320971,0,0,0-12
Male,0,32,108.83,3482.56,1,1,108.7960012496095,1,0,25-48
Female,0,67,58.76,3936.92,0,1,58.75123115952842,0,0,49-72
Female,0,39,77.62,3027.1800000000003,0,1,77.60010253781083,0,0,25-48
Female,0,24,103.14,2475.36,1,1,103.09704289879217,1,0,13-24
Female,0,70,38.84,2718.8,0,1,38.83445222111127,0,0,49-72
Female,0,54,98.45,5316.3,1,1,98.4317718940937,1,0,49-72
Male,1,38,79.62,3025.5600000000004,0,1,79.59905288082085,0,0,25-48
Female,1,32,109.33,3498.56,0,1,109.29584504842238,1,1,25-48
Male,0,45,37.2,1674.0000000000002,1,1,37.191735169962236,0,0,25-48
Male,0,61,62.07,3786.27,0,1,62.059826257990494,0,0,49-72
Male,1,70,103.28,7229.6,1,1,103.26524782173975,1,1,49-72
Female,1,53,21.92,1161.76,1,1,21.915864931145066,0,0,49-72
Female,0,51,31.22,1592.22,0,1,31.213879631444815,0,0,49-72
Female,0,56,119.06,6667.360000000001,0,1,119.03874308159259,1,0,49-72
Male,0,27,48.04,1297.08,0,1,48.02221399481673,0,0,25-48
Male,0,38,117.55,4466.9,1,1,117.51907392791371,1,0,25-48
Male,0,62,38.25,2371.5,0,1,38.243831640058055,0,0,49-72
Male,0,18,56.11,1009.98,0,0,56.078845086063296,0,0,13-24
Male,0,64,95.29,6098.56,1,1,95.27511326355257,1,0,49-72
Male,0,30,85.78,2573.4,0,1,85.7514161946018,0,0,25-48
Female,0,49,78.11,3827.39,0,1,78.09406243623751,0,0,49-72
Female,0,41,72.99,2992.59,0,1,72.97220190197514,0,0,25-48
Female,0,13,104.34,1356.42,1,0,104.25980015372791,1,0,13-24
Female,0,34,43.49,1478.66,0,1,43.477212584533966,0,0,25-48
Male,0,25,64.25,1606.25,1,1,64.22431027588964,0,0,25-48
Male,1,66,35.55,2346.3,0,1,35.5446144523557,0,0,49-72
Female,0,18,79.59,1432.62,0,0,79.54580788450859,0,0,13-24
Male,0,5,45.05,225.25,0,0,44.960079840319366,0,0,0-12
Female,0,19,53.38,1014.22,0,0,53.35192004208311,0,0,13-24
Female,0,42,67.13,2819.46,0,1,67.11402047131635,0,0,25-48
Female,1,18,22.68,408.24,0,0,22.667406996113268,0,0,13-24
Male,0,32,29.19,934.08,0,1,29.180880974695413,0,0,25-48
Female,0,21,88.59,1860.39,1,0,88.54783436458828,0,0,13-24
Female,0,10,62.9,629.0,0,0,62.837162837162836,0,0,0-12
Female,0,37,106.48,3939.76,0,1,106.45122939746015,1,0,25-48
Male,1,49,89.47,4384.03,0,1,89.45174454193021,0,0,49-72
Male,1,13,20.81,270.53,0,0,20.794004611837046,0,0,13-24
Female,0,55,81.67,4491.85,0,1,81.65515360843484,0,0,49-72
Male,0,17,29.37,499.29,0,0,29.35273368606702,0,0,13-24
Male,1,9,98.09,882.8100000000001,0,0,97.9811320754717,1,1,0-12
Male,1,44,119.15,5242.6,0,1,119.12292660758919,1,1,25-48
Male,0,46,73.12,3363.5200000000004,1,1,73.10410780265161,0,0,25-48
Male,0,8,88.28,706.24,0,0,88.16978776529339,0,0,0-12
Male,0,37,43.73,1618.01,0,1,43.718184274520404,0,0,25-48
Male,1,19,63.76,1211.44,0,0,63.72645975802209,0,0,13-24
Male,0,63,105.61,6653.43,0,1,105.59323916838598,1,0,49-72
Male,0,46,36.74,1690.0400000000002,1,1,36.73201477939579,0,0,25-48
Male,0,71,46.55,3305.05,0,1,46.54344458526968,0,0,49-72
Female,0,26,64.54,1678.0400000000002,0,1,64.51518646674356,0,0,25-48
Female,0,46,91.22,4196.12,0,1,91.20017387524452,1,0,25-48
Male,0,46,57.59,2649.1400000000003,0,1,57.5774831558357,0,0,25-48
Female,0,14,112.77,1578.78,0,0,112.68950749464668,1,0,13-24
Female,0,63,29.45,1855.35,1,1,29.44532613870814,0,0,49-72
Male,0,3,57.08,171.24,1,0,56.89036544850499,0,0,0-12
Male,0,28,90.9,2545.2000000000003,1,1,90.8675473045341,1,0,25-48
Male,0,29,42.6,1235.4,0,1,42.585315408479836,0,0,25-48
Female,1,18,85.64,1541.52,0,0,85.59244863964463,0,0,13-24
Female,0,35,36.42,1274.7,0,1,36.40959725792631,0,0,25-48
Male,0,47,25.6,1203.2,0,1,25.59455435013827,0,0,25-48
Male,0,5,32.1,160.5,0,0,32.035928143712574,0,0,0-12
Male,0,59,113.0,6667.0,0,1,112.98085070327063,1,0,49-72
Female,0,59,75.18,4435.620000000001,0,1,75.16725978647689,0,0,49-72
Female,0,47,99.63,4682.61,0,1,99.60880663688576,1,0,25-48
Female,0,13,53.27,692.51,1,0,53.22905457340507,0,0,13-24
Female,0,33,79.27,2615.91,0,1,79.24598606482884,0,0,25-48
Male,0,62,69.5,4309.0,0,1,69.48879213030156,0,0,49-72
Male,0,16,114.57,1833.12,0,0,114.49843847595251,1,0,13-24
Male,0,44,94.76,4169.4400000000005,0,1,94.73846852987958,1,0,25-48
Male,0,58,93.05,5396.9,0,1,93.03395966212722,1,0,49-72
Female,0,6,24.64,147.84,0,0,24.599001663893514,0,0,0-12
Female,0,15,74.97,1124.55,0,0,74.92005329780146,0,0,13-24
Male,1,4,66.7,266.8,0,0,66.53366583541148,0,0,0-12
Male,1,56,112.78,6315.68,0,1,112.75986430994466,1,1,49-72
Female,0,64,45.73,2926.72,1,1,45.722855803780654,0,0,49-72
Male,0,68,46.98,3194.64,0,1,46.97309219232465,0,0,49-72
Female,0,34,61.13,2078.42,1,1,61.11202587474273,0,0,25-48
Male,0,56,44.34,2483.04,0,1,44.33208355650777,0,0,49-72
Male,0,32,32.92,1053.44,0,1,32.90971571383943,0,0,25-48
Male,1,9,105.74,951.66,0,0,105.62264150943396,1,1,0-12
Male,0,63,75.83,4777.29,0,1,75.8179654023171,0,0,49-72
Male,1,33,106.14,3502.62,0,1,106.10784610724023,1,1,25-48
Male,0,21,103.11,2165.31,1,0,103.06092336982388,1,0,13-24
Male,0,55,48.2,2651.0,1,1,48.191237956735144,0,0,49-72
Female,0,57,74.77,4261.889999999999,0,1,74.75688475706016,0,0,49-72
Female,0,2,28.32,56.64,0,0,28.179104477611943,0,0,0-12
Female,0,13,111.53,1449.89,1,0,111.44427363566489,1,0,13-24
Female,0,4,60.43,241.72,1,0,60.27930174563591,0,0,0-12
Female,0,50,59.37,2968.5,0,1,59.35812837432514,0,0,49-72
Male,1,48,50.28,2413.44,0,1,50.26952718183712,0,0,25-48
Male,0,30,66.07,1982.1,0,1,66.04798400533154,0,0,25-48
Female,1,29,45.18,1310.22,0,1,45.16442605997931,0,0,25-48
Male,1,8,57.49,459.92,1,0,57.41822721598003,0,0,0-12
Female,0,12,99.99,1199.88,0,0,99.9067443796836,1,0,0-12
Female,0,41,103.43,4240.63,0,1,103.40477932211657,1,0,25-48
Male,0,26,50.42,1310.92,0,1,50.400615148019995,0,0,25-48
Male,1,50,66.9,3345.0000000000005,0,1,66.88662267546492,0,0,49-72
Male,0,2,107.38,214.76,0,0,106.84577114427861,1,0,0-12
Female,0,55,25.27,1389.85,0,1,25.265406289765497,0,0,49-72
Male,0,56,108.91,6098.96,0,1,108.89055525798965,1,0,49-72
Female,0,14,41.92,586.88,0,0,41.89007851534618,0,0,13-24
Female,0,6,87.85,527.0999999999999,0,0,87.70382695507486,0,0,0-12
Female,0,61,78.26,4773.860000000001,0,1,78.24717259465663,0,0,49-72
Male,0,12,75.29,903.48,0,0,75.22731057452124,0,0,0-12
Male,1,13,105.94,1377.22,0,0,105.858570330515,1,1,13-24
Female,0,19,30.16,573.04,1,0,30.14413466596528,0,0,13-24
Male,1,44,54.7,2406.8,0,1,54.687571006589415,0,0,25-48
Male,0,59,73.83,4355.97,0,1,73.81748856126082,0,0,49-72
Male,1,37,101.13,3741.81,0,1,101.10267495271549,1,1,25-48
Female,0,25,41.64,1041.0,0,1,41.623350659736104,0,0,25-48
Female,0,16,100.29,1604.64,0,0,100.22735790131168,1,0,13-24
Male,0,38,59.96,2278.48,0,1,59.944225203893716,0,0,25-48
Female,1,43,38.89,1672.27,1,1,38.88095791676354,0,0,25-48
Male,0,14,95.9,1342.6,0,0,95.8315488936474,1,0,13-24
Male,1,6,29.09,174.54,0,0,29.041597337770384,0,0,0-12
Male,1,23,71.48,1644.0400000000002,0,0,71.44893524554541,0,0,13-24
Male,0,60,26.39,1583.4,0,1,26.38560239960007,0,0,49-72
Female,0,12,55.64,667.6800000000001,0,0,55.593671940049965,0,0,0-12
Female,0,13,80.11,1041.43,1,0,80.04842428900847,0,0,13-24
Female,0,6,75.61,453.66,0,0,75.48419301164726,0,0,0-12
Male,1,63,60.47,3809.61,1,1,60.460403110617364,0,0,49-72
Male,0,38,62.9,2390.2,0,1,62.88345172323073,0,0,25-48
Male,0,50,42.68,2134.0,0,1,42.67146570685863,0,0,49-72
Female,1,52,65.59,3410.6800000000003,0,1,65.57738896366084,0,0,49-72
Male,0,40,115.33,4613.2,0,1,115.30117470632342,1,0,25-48
Female,1,8,105.05,840.4,0,0,104.91885143570536,1,1,0-12
Female,0,61,34.52,2105.7200000000003,1,1,34.51434191116211,0,0,49-72
Female,0,8,22.98,183.84,0,0,22.951310861423224,0,0,0-12
Female,0,34,113.35,3853.9,1,1,113.31667156718613,1,0,25-48
Female,0,60,72.67,4360.2,0,1,72.65789035160806,0,0,49-72
Female,0,57,73.78,4205.46,1,1,73.76705841080512,0,0,49-72
Male,0,46,98.07,4511.219999999999,0,1,98.04868506846337,1,0,25-48
Male,0,22,51.47,1132.34,0,0,51.44661517492048,0,0,13-24
Female,0,40,68.19,2727.6,0,1,68.1729567608098,0,0,25-48
Female,0,45,116.87,5259.150000000001,1,1,116.84403465896469,1,0,25-48
Male,0,55,87.21,4796.549999999999,0,1,87.19414651881475,0,0,49-72
Female,0,51,35.37,1803.87,0,1,35.363066065477355,0,0,49-72
Female,0,5,33.32,166.6,0,0,33.253493013972054,0,0,0-12
Male,0,13,40.43,525.59,1,0,40.3989239046887,0,0,13-24
Female,0,28,96.67,2706.76,0,1,96.63548732595501,1,0,25-48
Female,0,62,49.54,3071.48,0,1,49.532010965973235,0,0,49-72
Female,0,24,22.14,531.36,1,1,22.130778842149105,0,0,13-24
Male,0,7,114.42,800.94,0,0,114.25677603423682,1,0,0-12
Male,0,38,36.97,1404.86,0,1,36.96027361220731,0,0,25-48
Male,1,37,20.96,775.52,0,1,20.95433666576601,0,0,25-48
Female,0,68,43.71,2972.28,1,1,43.70357300397001,0,0,49-72
Female,0,42,43.5,1827.0,1,1,43.48964532254225,0,0,25-48
Male,0,5,62.2,311.0,1,0,62.075848303393215,0,0,0-12
Female,0,64,112.04,7170.56,0,1,112.02249648492423,1,0,49-72
Female,1,50,107.92,5396.0,0,1,107.89842031593682,1,1,49-72
Female,0,15,65.69,985.35,0,0,65.64623584277149,0,0,13-24
Female,0,53,61.09,3237.77,0,1,61.078475759290704,0,0,49-72
Female,0,25,75.5,1887.5,1,1,75.46981207516993,0,0,25-48
Male,0,9,44.35,399.15,1,0,44.3007769145394,0,0,0-12
Female,0,38,25.22,958.36,0,1,25.21336490397264,0,0,25-48
Male,0,22,113.92,2506.24,0,0,113.86824170831439,1,0,13-24
Female,0,49,38.67,1894.83,0,1,38.66210977351561,0,0,49-72
Male,0,68,39.84,2709.1200000000003,0,1,39.8341420379356,0,0,49-72
Female,0,15,67.25,1008.75,1,0,67.20519653564291,0,0,13-24
Male,0,65,69.16,4495.4,0,1,69.14936163667127,0,0,49-72
Female,0,54,21.84,1179.36,0,1,21.835956304388077,0,0,49-72
Male,0,30,34.8,1044.0,0,1,34.78840386537821,0,0,25-48
Female,1,20,57.82,1156.4,0,0,57.791104447776114,0,0,13-24
Male,0,33,88.37,2916.21,1,1,88.34322932444714,0,0,25-48
Female,1,7,42.84,299.88,0,0,42.77888730385164,0,0,0-12
Male,0,8,62.3,498.4,0,0,62.22222222222222,0,0,0-12
Male,0,28,75.73,2120.44,0,1,75.70296322741878,0,0,25-48
Female,0,45,108.86,4898.7,1,1,108.835814263497,1,0,25-48
Female,0,11,52.61,578.71,0,0,52.5622161671208,0,0,0-12
Male,0,31,33.36,1034.16,0,1,33.34924217994195,0,0,25-48
Female,0,12,68.93,827.1600000000001,0,0,68.87260616153206,0,0,0-12
Male,0,51,94.67,4828.17,0,1,94.65144089394236,1,0,49-72
Male,1,44,30.99,1363.56,0,1,30.98295841854124,0,0,25-48
Male,0,50,62.47,3123.5,0,1,62.45750849830034,0,0,49-72
Female,0,17,21.78,370.26,0,0,21.767195767195766,0,0,13-24
Male,0,35,23.36,817.6,1,1,23.353327620679806,0,0,25-48
Male,0,1,68.3,68.3,0,0,67.62376237623762,0,0,0-12
Female,0,29,49.82,1444.78,0,1,49.80282661151327,0,0,25-48
Female,0,51,104.51,5330.01,0,1,104.48951186041954,1,0,49-72
Female,1,64,80.22,5134.08,0,1,80.20746758319012,0,0,49-72
Female,0,4,65.39,261.56,0,0,65.22693266832918,0,0,0-12
Male,0,28,60.79,1702.12,0,1,60.76829703677257,0,0,25-48
Male,0,16,69.72,1115.52,1,0,69.67645221736414,0,0,13-24
Male,1,63,24.04,1514.52,1,1,24.03618473258213,0,0,49-72
Male,0,53,109.28,5791.84,0,1,109.25938502169403,1,0,49-72
Female,0,17,119.83,2037.11,0,0,119.75955320399763,1,0,13-24
Male,0,40,38.15,1526.0,0,1,38.14046488377906,0,0,25-48
Male,0,13,32.04,416.52,0,0,32.015372790161415,0,0,13-24
Female,0,52,34.36,1786.72,0,1,34.35339357815805,0,0,49-72
Male,0,58,86.1,4993.799999999999,0,1,86.08515773142561,0,0,49-72
Male,0,37,86.14,3187.18,0,1,86.11672520940286,0,0,25-48
Male,0,61,104.79,6392.1900000000005,0,1,104.77282412719228,1,0,49-72
Male,0,34,95.18,3236.1200000000003,0,1,95.15201411349605,1,0,25-48
Male,0,70,64.97,4547.9,0,1,64.96071989715755,0,0,49-72
Male,0,17,81.29,1381.93,0,0,81.24221046443269,0,0,13-24
Female,0,20,88.83,1776.6,0,0,88.78560719640178,0,0,13-24
Female,0,59,71.27,4204.929999999999,0,1,71.25792238603626,0,0,49-72
Male,0,69,67.57,4662.33,0,1,67.5602086654108,0,0,49-72
Male,0,33,84.51,2788.8300000000004,0,1,84.48439866707061,0,0,25-48
Female,1,17,75.75,1287.75,0,0,75.70546737213404,0,0,13-24
Male,1,57,84.39,4810.2300000000005,0,1,84.3751973338011,0,0,49-72
Male,0,1,81.29,81.29,0,0,80.48514851485149,0,0,0-12
Male,0,13,91.92,1194.96,1,0,91.84934665641815,1,0,13-24
Female,0,27,84.28,2275.56,0,1,84.24879674194742,0,0,25-48
Male,0,70,71.97,5037.9,1,1,71.95972003999428,0,0,49-72
Female,0,59,88.18,5202.620000000001,0,1,88.16505677003899,0,0,49-72
Male,0,6,64.95,389.7000000000001,0,0,64.84193011647257,0,0,0-12
Female,0,23,44.17,1015.91,1,0,44.15080399826162,0,0,13-24
Female,0,10,20.14,201.4,0,0,20.119880119880122,0,0,0-12
Male,0,51,76.0,3876.0,0,1,75.98510096059596,0,0,49-72
Female,0,19,79.07,1502.33,0,0,79.02840610205155,0,0,13-24
Male,0,51,117.2,5977.2,0,1,117.17702411291904,1,0,49-72
Female,0,68,56.15,3818.2,0,1,56.14174386119688,0,0,49-72
Male,1,42,59.41,2495.22,0,1,59.3958581290169,0,0,25-48
Male,1,57,40.18,2290.26,0,1,40.17295211366427,0,0,49-72
Female,0,68,27.05,1839.4,0,1,27.04602264372886,0,0,49-72
Male,0,38,97.28,3696.64,1,1,97.25440673506972,1,0,25-48
Male,0,62,44.97,2788.14,0,1,44.96274794388002,0,0,49-72
Female,0,7,80.89,566.23,0,0,80.77460770328103,0,0,0-12
Male,0,71,88.78,6303.38,0,1,88.76749753555836,0,0,49-72
Male,0,50,67.12,3356.0,1,1,67.10657868426316,0,0,49-72
Female,0,52,107.64,5597.28,0,1,107.61930398000385,1,0,49-72
Female,0,26,64.38,1673.88,0,1,64.35524798154556,0,0,25-48
Male,0,26,48.49,1260.74,0,1,48.4713571703191,0,0,25-48
Male,0,19,109.6,2082.4,0,0,109.54234613361389,1,0,13-24
Female,0,9,106.16,955.44,0,0,106.04217536071033,1,0,0-12
Female,0,61,36.4,2220.4,0,1,36.39403376495657,0,0,49-72
Male,1,20,22.6,452.0,0,0,22.58870564717641,0,0,13-24
Female,0,50,29.0,1450.0,0,1,28.994201159768046,0,0,49-72
Male,0,22,48.65,1070.3,0,0,48.62789641072239,0,0,13-24
Male,1,13,117.23,1523.99,1,0,117.13989239046887,1,1,13-24
Male,1,12,75.85,910.2,0,0,75.78684429641966,0,0,0-12
Male,0,10,57.33,573.3,0,0,57.272727272727266,0,0,0-12
Male,1,65,108.87,7076.55,0,1,108.85325334563913,1,1,49-72
Female,0,30,65.31,1959.3,0,1,65.28823725424859,0,0,25-48
Female,0,8,51.52,412.16,0,0,51.45568039950063,0,0,0-12
Female,0,21,114.12,2396.52,1,0,114.06568300809137,1,0,13-24
Female,0,22,104.95,2308.9,0,0,104.90231712857792,1,0,13-24
Male,0,18,104.37,1878.66,0,0,104.31204886174348,1,0,13-24
Male,0,66,71.23,4701.18,1,1,71.21920921072565,0,0,49-72
Male,0,48,98.94,4749.12,1,1,98.91939179337638,1,0,25-48
Male,0,44,37.94,1669.36,1,1,37.93137923199273,0,0,25-48
Female,0,9,77.32,695.8799999999999,0,0,77.23418423973362,0,0,0-12
Male,0,67,118.38,7931.46,1,1,118.36233398000297,1,0,49-72
Male,0,54,49.1,2651.4,0,1,49.09090909090909,0,0,49-72
Female,0,26,99.44,2585.44,0,1,99.40176855055748,1,0,25-48
Female,0,26,69.05,1795.3,0,1,69.0234525182622,0,0,25-48
Female,1,34,23.98,815.32,0,1,23.972949132608058,0,0,25-48
Female,0,8,96.3,770.4,0,0,96.17977528089888,1,0,0-12
Male,0,10,36.86,368.6,0,0,36.82317682317682,0,0,0-12
Male,0,48,83.15,3991.2,0,1,83.1326806915226,0,0,25-48
Female,0,55,28.57,1571.35,0,1,28.564806398836573,0,0,49-72
Male,0,54,114.69,6193.26,0,1,114.66876504351048,1,0,49-72
Male,0,40,49.17,1966.8,0,1,49.15771057235691,0,0,25-48
Male,0,15,42.65,639.75,1,0,42.6215856095936,0,0,13-24
Female,0,18,32.91,592.3799999999999,0,0,32.89172681843419,0,0,13-24
Male,1,23,114.6,2635.8,0,0,114.55019556714473,1,1,13-24
Female,0,62,91.19,5653.78,0,1,91.17529430736978,1,0,49-72
Male,0,46,94.17,4331.82,0,1,94.14953271028037,1,0,25-48
Male,1,39,69.94,2727.66,0,1,69.92207126377852,0,0,25-48
Male,0,15,67.47,1012.05,1,0,67.42504996668887,0,0,13-24
Female,0,53,31.0,1643.0,0,1,30.994152046783626,0,0,49-72
Male,0,64,75.98,4862.72,0,1,75.96812997969067,0,0,49-72
Female,0,63,44.69,2815.47,0,1,44.682907475003965,0,0,49-72
Female,0,16,117.71,1883.36,0,0,117.63647720174889,1,0,13-24
Female,0,70,99.66,6976.2,0,1,99.64576489072988,1,0,49-72
Male,0,66,61.3,4045.8,0,1,61.29071352825329,0,0,49-72
Male,0,13,35.13,456.69000000000005,0,0,35.10299769408148,0,0,13-24
Male,0,47,98.53,4630.91,0,1,98.50904062965327,1,0,25-48
Male,0,9,32.21,289.89,0,0,32.17425083240843,0,0,0-12
Female,0,63,38.93,2452.59,1,1,38.923821615616575,0,0,49-72
Female,1,34,41.15,1399.1,0,1,41.13790061746545,0,0,25-48
Female,0,29,75.69,2195.01,0,1,75.66390899689762,0,0,25-48
Male,0,37,98.71,3652.27,1,1,98.68332883004594,1,0,25-48
Female,0,43,51.43,2211.49,1,1,51.41804231574052,0,0,25-48
Male,0,64,28.47,1822.08,0,1,28.46555225745977,0,0,49-72
Female,0,24,66.45,1594.8000000000002,0,1,66.42232403165347,0,0,13-24
Male,0,71,94.81,6731.51,0,1,94.796648359386,1,0,49-72
Male,1,34,42.17,1433.78,0,1,42.1576007056748,0,0,25-48
Female,1,48,41.99,2015.52,0,1,41.98125390543637,0,0,25-48
Female,0,12,114.72,1376.64,1,0,114.62447960033306,1,0,0-12
Female,0,23,115.42,2654.66,0,0,115.36983920034766,1,0,13-24
Female,0,13,119.05,1547.65,1,0,118.95849346656419,1,0,13-24
Male,0,45,100.77,4534.65,1,1,100.74761164185736,1,0,25-48
Female,0,65,38.82,2523.3,1,1,38.81402861098292,0,0,49-72
Female,0,47,41.2,1936.4,0,1,41.19123590725378,0,0,25-48
Female,0,58,54.02,3133.1600000000003,0,1,54.010687812446136,0,0,49-72
Male,0,5,51.81,259.05,0,0,51.70658682634731,0,0,0-12
Male,0,5,115.65,578.25,0,0,115.41916167664671,1,0,0-12
Female,1,60,98.91,5934.599999999999,0,1,98.89351774704215,1,1,49-72
Male,0,21,92.4,1940.4,0,0,92.35602094240838,1,0,13-24
Female,0,24,38.6,926.4,0,1,38.58392336526447,0,0,13-24
Male,0,18,110.95,1997.1,0,0,110.88839533592447,1,0,13-24
Male,0,21,102.79,2158.59,0,0,102.74107567824845,1,0,13-24
Male,0,54,36.36,1963.44,0,1,36.353267913349384,0,0,49-72
Male,0,10,107.12,1071.2,0,0,107.01298701298703,1,0,0-12
Female,0,24,47.22,1133.28,0,1,47.200333194502285,0,0,13-24
Female,0,60,28.09,1685.4,0,1,28.085319113481088,0,0,49-72
Female,0,57,85.68,4883.76,0,1,85.66497105770918,0,0,49-72
Male,0,23,85.38,1963.74,0,0,85.34289439374184,0,0,13-24
Female,0,22,29.49,648.78,1,0,29.47660154475238,0,0,13-24
Female,1,68,51.89,3528.52,0,1,51.882370239670635,0,0,49-72
Female,0,34,119.28,4055.52,1,1,119.24492796236402,1,0,25-48
Male,0,70,87.84,6148.8,0,1,87.82745322096842,0,0,49-72
Male,0,28,93.01,2604.28,1,1,92.9767940021421,1,0,25-48
Male,1,39,41.29,1610.31,0,1,41.27941553447834,0,0,25-48
Female,0,42,27.88,1170.96,1,1,27.873363484884553,0,0,25-48
Female,0,23,47.69,1096.87,0,0,47.66927422859625,0,0,13-24
Female,0,70,44.89,3142.3,0,1,44.88358805884874,0,0,49-72
Male,0,2,43.45,86.9,1,0,43.23383084577115,0,0,0-12
Male,0,24,39.28,942.72,0,1,39.26364014993752,0,0,13-24
Female,0,17,77.48,1317.16,1,0,77.4344503233392,0,0,13-24
Male,1,65,52.81,3432.65,1,1,52.80187663436394,0,0,49-72
Male,0,70,102.03,7142.1,0,1,102.01542636766176,1,0,49-72
