customerID,gender,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn
CUST-1317,Female,1,40,67.96,2718.3999999999996,No
CUST-1318,Female,1,12,108.76,1305.1200000000001,No
CUST-1319,Male,0,2,76.64,153.28,Yes
CUST-1320,Female,0,28,88.15,2468.2000000000003,Yes
CUST-1321,Male,0,67,53.9,3611.2999999999997,No
CUST-1322,Male,1,71,77.14,5476.94,No
CUST-1323,Female,0,10,64.74,647.4,Yes
CUST-1324,Male,0,57,85.91,4896.87,Yes
CUST-1325,Male,0,37,25.06,927.2199999999999,No
CUST-1326,Male,0,64,69.33,4437.12,No
CUST-1327,Male,0,40,49.6,1984.0,Yes
CUST-1328,Female,1,60,52.62,3157.2,Yes
CUST-1329,Male,0,48,116.09,5572.32,No
CUST-1330,Female,0,19,38.27,727.1300000000001,No
CUST-1331,Female,1,33,51.12,1686.9599999999998,No
CUST-1332,Male,1,44,70.99,3123.56,No
CUST-1333,Female,0,37,106.3,3933.1,No
CUST-1334,Female,0,36,61.67,2220.12,No
CUST-1335,Female,0,21,94.39,1982.19,No
CUST-1336,Male,1,2,105.64,211.28,No
CUST-1337,Female,0,31,51.0,1581.0,Yes
CUST-1338,Female,1,30,59.28,1778.4,No
CUST-1339,Female,0,44,55.66,2449.04,No
CUST-1340,Male,0,12,103.29,1239.48,No
CUST-1341,Female,0,51,24.43,1245.93,No
CUST-1342,Male,0,49,50.84,2491.1600000000003,No
CUST-1343,Male,0,24,87.94,2110.56,No
CUST-1344,Male,0,24,76.54,1836.96,No
CUST-1345,Male,0,60,63.63,3817.8,No
CUST-1346,Male,1,11,73.99,813.89,No
CUST-1347,Male,0,13,39.76,516.88,No
CUST-1348,Female,0,64,63.07,4036.48,No
CUST-1349,Male,0,20,70.17,1403.4,Yes
CUST-1350,Female,0,71,110.12,7818.52,Yes
CUST-1351,Female,0,28,46.08,1290.24,No
CUST-1352,Male,0,2,106.78,213.56,No
CUST-1353,Female,1,43,84.42,3630.06,No
CUST-1354,Female,0,8,22.03,176.24,Yes
CUST-1355,Female,0,13,92.46,1201.98,No
CUST-1356,Female,0,35,23.56,824.5999999999999,Yes
CUST-1357,Male,0,23,119.74,2754.02,No
CUST-1358,Female,0,46,107.26,4933.96,Yes
CUST-1359,Male,1,15,49.73,745.9499999999999,Yes
CUST-1360,Female,1,2,45.74,91.48,Yes
CUST-1361,Female,0,61,58.14,3546.54,No
CUST-1362,Male,0,64,55.62,3559.68,No
CUST-1363,Female,0,52,57.23,2975.96,Yes
CUST-1364,Female,0,36,51.83,1865.8799999999999,No
CUST-1365,Female,0,67,82.11,5501.37,Yes
CUST-1366,Male,0,69,36.43,2513.67,No
CUST-1367,Female,0,67,104.6,7008.2,No
CUST-1368,Male,0,47,101.24,4758.28,No
CUST-1369,Female,0,2,67.65,135.3,No
CUST-1370,Male,0,44,105.27,4631.88,No
CUST-1371,Male,0,64,44.71,2861.44,No
CUST-1372,Female,0,28,21.76,609.2800000000001,No
CUST-1373,Female,1,54,81.92,4423.68,No
CUST-1374,Male,0,67,65.79,4407.93,Yes
CUST-1375,Male,0,36,76.72,2761.92,No
CUST-1376,Female,0,63,109.93,6925.59,No
CUST-1377,Male,1,25,116.99,2924.75,No
CUST-1378,Female,0,48,83.45,4005.6000000000004,No
CUST-1379,Female,0,39,96.41,3759.99,No
CUST-1380,Female,0,47,28.38,1333.86,Yes
CUST-1381,Female,0,21,36.07,757.47,Yes
CUST-1382,Male,1,30,93.32,2799.6,No
CUST-1383,Female,0,31,63.14,1957.34,No
CUST-1384,Male,1,26,64.6,1679.6,No
CUST-1385,Female,1,22,50.86,1118.92,No
CUST-1386,Male,1,21,80.74,1695.54,No
CUST-1387,Female,0,1,38.52,38.52,Yes
CUST-1388,Male,0,37,82.69,3059.5299999999997,No
CUST-1389,Male,0,46,37.38,1719.48,No
CUST-1390,Female,0,9,26.38,237.42,Yes
CUST-1391,Female,0,17,53.04,901.68,No
CUST-1392,Female,0,47,43.11,2026.17,Yes
CUST-1393,Female,0,59,108.9,6425.1,No
CUST-1394,Male,0,54,25.5,1377.0,Yes
CUST-1395,Female,1,12,37.66,451.91999999999996,No
CUST-1396,Male,0,64,74.87,4791.68,No
CUST-1397,Male,1,6,68.11,408.65999999999997,No
CUST-1398,Female,0,53,24.59,1303.27,No
CUST-1399,Male,1,16,20.73,331.68,Yes
CUST-1400,Male,0,5,118.81,594.05,No
CUST-1401,Male,0,46,85.88,3950.4799999999996,No
CUST-1402,Male,1,14,56.54,791.56,No
CUST-1403,Female,0,44,67.04,2949.76,No
CUST-1404,Female,1,63,46.66,2939.58,Yes
CUST-1405,Female,0,52,54.49,2833.48,Yes
CUST-1406,Female,0,26,84.9,2207.4,No
CUST-1407,Male,0,53,108.28,5738.84,No
CUST-1408,Male,0,29,38.41,1113.8899999999999,No
CUST-1409,Female,0,19,104.04,1976.7600000000002,No
CUST-1410,Female,0,47,32.16,1511.5199999999998,No
CUST-1411,Female,0,8,41.5,332.0,No
CUST-1412,Male,0,23,23.72,545.56,No
CUST-1413,Female,1,35,34.08,1192.8,No
CUST-1414,Female,1,53,111.73,5921.6900000000005,No
CUST-1415,Female,0,58,65.94,3824.52,No
CUST-1416,Male,0,5,27.77,138.85,Yes
CUST-1417,Male,0,16,115.97,1855.52,No
CUST-1418,Male,0,17,107.9,1834.3000000000002,No
CUST-1419,Male,1,32,95.47,3055.04,No
CUST-1420,Male,1,52,113.35,5894.2,No
CUST-1421,Male,0,20,42.01,840.1999999999999,Yes
CUST-1422,Male,0,66,103.64,6840.24,No
CUST-1423,Male,0,1,89.0,89.0,No
CUST-1424,Female,1,58,106.98,6204.84,Yes
CUST-1425,Female,0,44,99.69,4386.36,No
CUST-1426,Male,0,6,54.65,327.9,No
CUST-1427,Male,0,50,97.44,4872.0,No
CUST-1428,Female,0,20,46.25,925.0,No
CUST-1429,Male,0,14,52.86,740.04,Yes
CUST-1430,Male,1,5,30.79,153.95,No
CUST-1431,Male,0,41,113.51,4653.91,No
CUST-1432,Female,0,40,49.1,1964.0,Yes
CUST-1433,Female,0,34,72.06,2450.04,No
CUST-1434,Female,0,45,59.13,2660.85,No
CUST-1435,Female,0,71,115.99,8235.289999999999,Yes
CUST-1436,Female,0,71,53.5,3798.5,No
CUST-1437,Male,0,27,97.85,2641.95,No
CUST-1438,Female,0,44,105.54,4643.76,No
CUST-1439,Male,0,33,63.56,2097.48,No
CUST-1440,Male,0,33,57.82,1908.06,No
CUST-1441,Female,1,44,94.77,4169.88,Yes
CUST-1442,Female,0,20,111.29,2225.8,No
CUST-1443,Male,0,36,95.49,3437.64,Yes
CUST-1444,Male,0,7,42.71,298.97,No
CUST-1445,Male,0,32,108.83,3482.56,Yes
CUST-1446,Female,0,67,58.76,3936.92,No
CUST-1447,Female,0,39,77.62,3027.1800000000003,No
CUST-1448,Female,0,24,103.14,2475.36,Yes
CUST-1449,Female,0,70,38.84,2718.8,No
CUST-1450,Female,0,54,98.45,5316.3,Yes
CUST-1451,Male,1,38,79.62,3025.5600000000004,No
CUST-1452,Female,1,32,109.33,3498.56,No
CUST-1453,Male,0,45,37.2,1674.0000000000002,Yes
CUST-1454,Male,0,61,62.07,3786.27,No
CUST-1455,Male,1,70,103.28,7229.6,Yes
CUST-1456,Female,1,53,21.92,1161.76,Yes
CUST-1457,Female,0,51,31.22,1592.22,No
CUST-1458,Female,0,56,119.06,6667.360000000001,No
CUST-1459,Male,0,27,48.04,1297.08,No
CUST-1460,Male,0,38,117.55,4466.9,Yes
CUST-1461,Male,0,62,38.25,2371.5,No
CUST-1462,Male,0,18,56.11,1009.98,No
CUST-1463,Male,0,64,95.29,6098.56,Yes
CUST-1464,Male,0,30,85.78,2573.4,No
CUST-1465,Female,0,49,78.11,3827.39,No
CUST-1466,Female,0,41,72.99,2992.5899999999997,No
CUST-1467,Female,0,13,104.34,1356.42,Yes
CUST-1468,Female,0,34,43.49,1478.66,No
CUST-1469,Male,0,25,64.25,1606.25,Yes
CUST-1470,Male,1,66,35.55,2346.2999999999997,No
CUST-1471,Female,0,18,79.59,1432.6200000000001,No
CUST-1472,Male,0,5,45.05,225.25,No
CUST-1473,Female,0,19,53.38,1014.22,No
CUST-1474,Female,0,42,67.13,2819.46,No
CUST-1475,Female,1,18,22.68,408.24,No
CUST-1476,Male,0,32,29.19,934.08,No
CUST-1477,Female,0,21,88.59,1860.39,Yes
CUST-1478,Female,0,10,62.9,629.0,No
CUST-1479,Female,0,37,106.48,3939.76,No
CUST-1480,Male,1,49,89.47,4384.03,No
CUST-1481,Male,1,13,20.81,270.53,No
CUST-1482,Female,0,55,81.67,4491.85,No
CUST-1483,Male,0,17,29.37,499.29,No
CUST-1484,Male,1,9,98.09,882.8100000000001,No
CUST-1485,Male,1,44,119.15,5242.6,No
CUST-1486,Male,0,46,73.12,3363.5200000000004,Yes
CUST-1487,Male,0,8,88.28,706.24,No
CUST-1488,Male,0,37,43.73,1618.01,No
CUST-1489,Male,1,19,63.76,1211.44,No
CUST-1490,Male,0,63,105.61,6653.43,No
CUST-1491,Male,0,46,36.74,1690.0400000000002,Yes
CUST-1492,Male,0,71,46.55,3305.0499999999997,No
CUST-1493,Female,0,26,64.54,1678.0400000000002,No
CUST-1494,Female,0,46,91.22,4196.12,No
CUST-1495,Male,0,46,57.59,2649.1400000000003,No
CUST-1496,Female,0,14,112.77,1578.78,No
CUST-1497,Female,0,63,29.45,1855.35,Yes
CUST-1498,Male,0,3,57.08,171.24,Yes
CUST-1499,Male,0,28,90.9,2545.2000000000003,Yes
CUST-1500,Male,0,29,42.6,1235.4,No
CUST-1501,Female,1,18,85.64,1541.52,No
CUST-1502,Female,0,35,36.42,1274.7,No
CUST-1503,Male,0,47,25.6,1203.2,No
CUST-1504,Male,0,5,32.1,160.5,No
CUST-1505,Male,0,59,113.0,6667.0,No
CUST-1506,Female,0,59,75.18,4435.620000000001,No
CUST-1507,Female,0,47,99.63,4682.61,No
CUST-1508,Female,0,13,53.27,692.51,Yes
CUST-1509,Female,0,33,79.27,2615.91,No
CUST-1510,Male,0,62,69.5,4309.0,No
CUST-1511,Male,0,16,114.57,1833.12,No
CUST-1512,Male,0,44,94.76,4169.4400000000005,No
CUST-1513,Male,0,58,93.05,5396.9,No
CUST-1514,Female,0,6,24.64,147.84,No
CUST-1515,Female,0,15,74.97,1124.55,No
CUST-1516,Male,1,4,66.7,266.8,No
CUST-1517,Male,1,56,112.78,6315.68,No
CUST-1518,Female,0,64,45.73,2926.72,Yes
CUST-1519,Male,0,68,46.98,3194.64,No
CUST-1520,Female,0,34,61.13,2078.42,Yes
CUST-1521,Male,0,56,44.34,2483.04,No
CUST-1522,Male,0,32,32.92,1053.44,No
CUST-1523,Male,1,9,105.74,951.66,No
CUST-1524,Male,0,63,75.83,4777.29,No
CUST-1525,Male,1,33,106.14,3502.62,No
CUST-1526,Male,0,21,103.11,2165.31,Yes
CUST-1527,Male,0,55,48.2,2651.0,Yes
CUST-1528,Female,0,57,74.77,4261.889999999999,No
CUST-1529,Female,0,2,28.32,56.64,No
CUST-1530,Female,0,13,111.53,1449.89,Yes
CUST-1531,Female,0,4,60.43,241.72,Yes
CUST-1532,Female,0,50,59.37,2968.5,No
CUST-1533,Male,1,48,50.28,2413.44,No
CUST-1534,Male,0,30,66.07,1982.1,No
CUST-1535,Female,1,29,45.18,1310.22,No
CUST-1536,Male,1,8,57.49,459.92,Yes
CUST-1537,Female,0,12,99.99,1199.8799999999999,No
CUST-1538,Female,0,41,103.43,4240.63,No
CUST-1539,Male,0,26,50.42,1310.92,No
CUST-1540,Male,1,50,66.9,3345.0000000000005,No
CUST-1541,Male,0,2,107.38,214.76,No
CUST-1542,Female,0,55,25.27,1389.85,No
CUST-1543,Male,0,56,108.91,6098.96,No
CUST-1544,Female,0,14,41.92,586.88,No
CUST-1545,Female,0,6,87.85,527.0999999999999,No
CUST-1546,Female,0,61,78.26,4773.860000000001,No
CUST-1547,Male,0,12,75.29,903.48,No
CUST-1548,Male,1,13,105.94,1377.22,No
CUST-1549,Female,0,19,30.16,573.04,Yes
CUST-1550,Male,1,44,54.7,2406.8,No
CUST-1551,Male,0,59,73.83,4355.97,No
CUST-1552,Male,1,37,101.13,3741.81,No
CUST-1553,Female,0,25,41.64,1041.0,No
CUST-1554,Female,0,16,100.29,1604.64,No
CUST-1555,Male,0,38,59.96,2278.48,No
CUST-1556,Female,1,43,38.89,1672.27,Yes
CUST-1557,Male,0,14,95.9,1342.6000000000001,No
CUST-1558,Male,1,6,29.09,174.54,No
CUST-1559,Male,1,23,71.48,1644.0400000000002,No
CUST-1560,Male,0,60,26.39,1583.4,No
CUST-1561,Female,0,12,55.64,667.6800000000001,No
CUST-1562,Female,0,13,80.11,1041.43,Yes
CUST-1563,Female,0,6,75.61,453.65999999999997,No
CUST-1564,Male,1,63,60.47,3809.61,Yes
CUST-1565,Male,0,38,62.9,2390.2,No
CUST-1566,Male,0,50,42.68,2134.0,No
CUST-1567,Female,1,52,65.59,3410.6800000000003,No
CUST-1568,Male,0,40,115.33,4613.2,No
CUST-1569,Female,1,8,105.05,840.4,No
CUST-1570,Female,0,61,34.52,2105.7200000000003,Yes
CUST-1571,Female,0,8,22.98,183.84,No
CUST-1572,Female,0,34,113.35,3853.8999999999996,Yes
CUST-1573,Female,0,60,72.67,4360.2,No
CUST-1574,Female,0,57,73.78,4205.46,Yes
CUST-1575,Male,0,46,98.07,4511.219999999999,No
CUST-1576,Male,0,22,51.47,1132.34,No
CUST-1577,Female,0,40,68.19,2727.6,No
CUST-1578,Female,0,45,116.87,5259.150000000001,Yes
CUST-1579,Male,0,55,87.21,4796.549999999999,No
CUST-1580,Female,0,51,35.37,1803.87,No
CUST-1581,Female,0,5,33.32,166.6,No
CUST-1582,Male,0,13,40.43,525.59,Yes
CUST-1583,Female,0,28,96.67,2706.76,No
CUST-1584,Female,0,62,49.54,3071.48,No
CUST-1585,Female,0,24,22.14,531.36,Yes
CUST-1586,Male,0,7,114.42,800.94,No
CUST-1587,Male,0,38,36.97,1404.86,No
CUST-1588,Male,1,37,20.96,775.52,No
CUST-1589,Female,0,68,43.71,2972.28,Yes
CUST-1590,Female,0,42,43.5,1827.0,Yes
CUST-1591,Male,0,5,62.2,311.0,Yes
CUST-1592,Female,0,64,112.04,7170.56,No
CUST-1593,Female,1,50,107.92,5396.0,No
CUST-1594,Female,0,15,65.69,985.3499999999999,No
CUST-1595,Female,0,53,61.09,3237.77,No
CUST-1596,Female,0,25,75.5,1887.5,Yes
CUST-1597,Male,0,9,44.35,399.15000000000003,Yes
CUST-1598,Female,0,38,25.22,958.3599999999999,No
CUST-1599,Male,0,22,113.92,2506.2400000000002,No
CUST-1600,Female,0,49,38.67,1894.8300000000002,No
CUST-1601,Male,0,68,39.84,2709.1200000000003,No
CUST-1602,Female,0,15,67.25,1008.75,Yes
CUST-1603,Male,0,65,69.16,4495.4,No
CUST-1604,Female,0,54,21.84,1179.36,No
CUST-1605,Male,0,30,34.8,1044.0,No
CUST-1606,Female,1,20,57.82,1156.4,No
CUST-1607,Male,0,33,88.37,2916.21,Yes
CUST-1608,Female,1,7,42.84,299.88,No
CUST-1609,Male,0,8,62.3,498.4,No
CUST-1610,Male,0,28,75.73,2120.44,No
CUST-1611,Female,0,45,108.86,4898.7,Yes
CUST-1612,Female,0,11,52.61,578.71,No
CUST-1613,Male,0,31,33.36,1034.16,No
CUST-1614,Female,0,12,68.93,827.1600000000001,No
CUST-1615,Male,0,51,94.67,4828.17,No
CUST-1616,Male,1,44,30.99,1363.56,No
CUST-1617,Male,0,50,62.47,3123.5,No
CUST-1618,Female,0,17,21.78,370.26,No
CUST-1619,Male,0,35,23.36,817.6,Yes
CUST-1620,Male,0,1,68.3,68.3,No
CUST-1621,Female,0,29,49.82,1444.78,No
CUST-1622,Female,0,51,104.51,5330.01,No
CUST-1623,Female,1,64,80.22,5134.08,No
CUST-1624,Female,0,4,65.39,261.56,No
CUST-1625,Male,0,28,60.79,1702.12,No
CUST-1626,Male,0,16,69.72,1115.52,Yes
CUST-1627,Male,1,63,24.04,1514.52,Yes
CUST-1628,Male,0,53,109.28,5791.84,No
CUST-1629,Female,0,17,119.83,2037.11,No
CUST-1630,Male,0,40,38.15,1526.0,No
CUST-1631,Male,0,13,32.04,416.52,No
CUST-1632,Female,0,52,34.36,1786.72,No
CUST-1633,Male,0,58,86.1,4993.799999999999,No
CUST-1634,Male,0,37,86.14,3187.18,No
CUST-1635,Male,0,61,104.79,6392.1900000000005,No
CUST-1636,Male,0,34,95.18,3236.1200000000003,No
CUST-1637,Male,0,70,64.97,4547.9,No
CUST-1638,Male,0,17,81.29,1381.93,No
CUST-1639,Female,0,20,88.83,1776.6,No
CUST-1640,Female,0,59,71.27,4204.929999999999,No
CUST-1641,Male,0,69,67.57,4662.33,No
CUST-1642,Male,0,33,84.51,2788.8300000000004,No
CUST-1643,Female,1,17,75.75,1287.75,No
CUST-1644,Male,1,57,84.39,4810.2300000000005,No
CUST-1645,Male,0,1,81.29,81.29,No
CUST-1646,Male,0,13,91.92,1194.96,Yes
CUST-1647,Female,0,27,84.28,2275.56,No
CUST-1648,Male,0,70,71.97,5037.9,Yes
CUST-1649,Female,0,59,88.18,5202.620000000001,No
CUST-1650,Male,0,6,64.95,389.70000000000005,No
CUST-1651,Female,0,23,44.17,1015.9100000000001,Yes
CUST-1652,Female,0,10,20.14,201.4,No
CUST-1653,Male,0,51,76.0,3876.0,No
CUST-1654,Female,0,19,79.07,1502.33,No
CUST-1655,Male,0,51,117.2,5977.2,No
CUST-1656,Female,0,68,56.15,3818.2,No
CUST-1657,Male,1,42,59.41,2495.22,No
CUST-1658,Male,1,57,40.18,2290.2599999999998,No
CUST-1659,Female,0,68,27.05,1839.4,No
CUST-1660,Male,0,38,97.28,3696.64,Yes
CUST-1661,Male,0,62,44.97,2788.14,No
CUST-1662,Female,0,7,80.89,566.23,No
CUST-1663,Male,0,71,88.78,6303.38,No
CUST-1664,Male,0,50,67.12,3356.0,Yes
CUST-1665,Female,0,52,107.64,5597.28,No
CUST-1666,Female,0,26,64.38,1673.8799999999999,No
CUST-1667,Male,0,26,48.49,1260.74,No
CUST-1668,Male,0,19,109.6,2082.4,No
CUST-1669,Female,0,9,106.16,955.4399999999999,No
CUST-1670,Female,0,61,36.4,2220.4,No
CUST-1671,Male,1,20,22.6,452.0,No
CUST-1672,Female,0,50,29.0,1450.0,No
CUST-1673,Male,0,22,48.65,1070.3,No
CUST-1674,Male,1,13,117.23,1523.99,Yes
CUST-1675,Male,1,12,75.85,910.1999999999999,No
CUST-1676,Male,0,10,57.33,573.3,No
CUST-1677,Male,1,65,108.87,7076.55,No
CUST-1678,Female,0,30,65.31,1959.3000000000002,No
CUST-1679,Female,0,8,51.52,412.16,No
CUST-1680,Female,0,21,114.12,2396.52,Yes
CUST-1681,Female,0,22,104.95,2308.9,No
CUST-1682,Male,0,18,104.37,1878.66,No
CUST-1683,Male,0,66,71.23,4701.18,Yes
CUST-1684,Male,0,48,98.94,4749.12,Yes
CUST-1685,Male,0,44,37.94,1669.36,Yes
CUST-1686,Female,0,9,77.32,695.8799999999999,No
CUST-1687,Male,0,67,118.38,7931.46,Yes
CUST-1688,Male,0,54,49.1,2651.4,No
CUST-1689,Female,0,26,99.44,2585.44,No
CUST-1690,Female,0,26,69.05,1795.3,No
CUST-1691,Female,1,34,23.98,815.32,No
CUST-1692,Female,0,8,96.3,770.4,No
CUST-1693,Male,0,10,36.86,368.6,No
CUST-1694,Male,0,48,83.15,3991.2000000000003,No
CUST-1695,Female,0,55,28.57,1571.35,No
CUST-1696,Male,0,54,114.69,6193.26,No
CUST-1697,Male,0,40,49.17,1966.8000000000002,No
CUST-1698,Male,0,15,42.65,639.75,Yes
CUST-1699,Female,0,18,32.91,592.3799999999999,No
CUST-1700,Male,1,23,114.6,2635.7999999999997,No
CUST-1701,Female,0,62,91.19,5653.78,No
CUST-1702,Male,0,46,94.17,4331.82,No
CUST-1703,Male,1,39,69.94,2727.66,No
CUST-1704,Male,0,15,67.47,1012.05,Yes
CUST-1705,Female,0,53,31.0,1643.0,No
CUST-1706,Male,0,64,75.98,4862.72,No
CUST-1707,Female,0,63,44.69,2815.47,No
CUST-1708,Female,0,16,117.71,1883.36,No
CUST-1709,Female,0,70,99.66,6976.2,No
CUST-1710,Male,0,66,61.3,4045.7999999999997,No
CUST-1711,Male,0,13,35.13,456.69000000000005,No
CUST-1712,Male,0,47,98.53,4630.91,No
CUST-1713,Male,0,9,32.21,289.89,No
CUST-1714,Female,0,63,38.93,2452.59,Yes
CUST-1715,Female,1,34,41.15,1399.1,No
CUST-1716,Female,0,29,75.69,2195.0099999999998,No
CUST-1717,Male,0,37,98.71,3652.27,Yes
CUST-1718,Female,0,43,51.43,2211.49,Yes
CUST-1719,Male,0,64,28.47,1822.08,No
CUST-1720,Female,0,24,66.45,1594.8000000000002,No
CUST-1721,Male,0,71,94.81,6731.51,No
CUST-1722,Male,1,34,42.17,1433.78,No
CUST-1723,Female,1,48,41.99,2015.52,No
CUST-1724,Female,0,12,114.72,1376.6399999999999,Yes
CUST-1725,Female,0,23,115.42,2654.66,No
CUST-1726,Female,0,13,119.05,1547.6499999999999,Yes
CUST-1727,Male,0,45,100.77,4534.65,Yes
CUST-1728,Female,0,65,38.82,2523.3,Yes
CUST-1729,Female,0,47,41.2,1936.4,No
CUST-1730,Female,0,58,54.02,3133.1600000000003,No
CUST-1731,Male,0,5,51.81,259.05,No
CUST-1732,Male,0,5,115.65,578.25,No
CUST-1733,Female,1,60,98.91,5934.599999999999,No
CUST-1734,Male,0,21,92.4,1940.4,No
CUST-1735,Female,0,24,38.6,926.4000000000001,No
CUST-1736,Male,0,18,110.95,1997.1000000000001,No
CUST-1737,Male,0,21,102.79,2158.59,No
CUST-1738,Male,0,54,36.36,1963.44,No
CUST-1739,Male,0,10,107.12,1071.2,No
CUST-1740,Female,0,24,47.22,1133.28,No
CUST-1741,Female,0,60,28.09,1685.4,No
CUST-1742,Female,0,57,85.68,4883.76,No
CUST-1743,Male,0,23,85.38,1963.7399999999998,No
CUST-1744,Female,0,22,29.49,648.78,Yes
CUST-1745,Female,1,68,51.89,3528.52,No
CUST-1746,Female,0,34,119.28,4055.52,Yes
CUST-1747,Male,0,70,87.84,6148.8,No
CUST-1748,Male,0,28,93.01,2604.28,Yes
CUST-1749,Male,1,39,41.29,1610.31,No
CUST-1750,Female,0,42,27.88,1170.96,Yes
CUST-1751,Female,0,23,47.69,1096.87,No
CUST-1752,Female,0,70,44.89,3142.3,No
CUST-1753,Male,0,2,43.45,86.9,Yes
CUST-1754,Male,0,24,39.28,942.72,No
CUST-1755,Female,0,17,77.48,1317.16,Yes
CUST-1756,Male,1,65,52.81,3432.65,Yes
CUST-1757,Male,0,70,102.03,7142.1,No
CUST-1758,Male,0,69,38.39,2648.91,No
CUST-1759,Male,0,60,66.46,3987.5999999999995,No
CUST-1760,Female,0,50,21.37,1068.5,Yes
CUST-1761,Male,1,12,68.17,818.04,Yes
CUST-1762,Male,0,47,25.58,1202.26,No
CUST-1763,Male,0,67,117.77,7890.59,No
CUST-1764,Male,0,65,99.06,6438.900000000001,No
CUST-1765,Female,0,27,69.01,1863.2700000000002,No
CUST-1766,Female,0,48,28.66,1375.68,No
CUST-1767,Male,0,62,79.24,4912.88,No
CUST-1768,Male,1,44,95.88,4218.719999999999,No
CUST-1769,Male,1,19,39.07,742.33,No
CUST-1770,Male,0,59,76.82,4532.379999999999,No
CUST-1771,Male,1,8,101.42,811.36,No
CUST-1772,Male,0,55,96.82,5325.099999999999,No
CUST-1773,Female,0,47,100.3,4714.099999999999,No
CUST-1774,Male,0,2,107.93,215.86,No
CUST-1775,Female,0,39,113.77,4437.03,No
CUST-1776,Female,0,45,60.55,2724.75,Yes
CUST-1777,Male,0,32,76.88,2460.16,No
CUST-1778,Female,0,65,99.07,6439.549999999999,No
CUST-1779,Female,0,38,89.71,3408.9799999999996,No
CUST-1780,Female,0,11,119.55,1315.05,No
CUST-1781,Female,0,10,21.37,213.70000000000002,Yes
CUST-1782,Female,0,59,55.51,3275.0899999999997,Yes
CUST-1783,Female,0,55,48.1,2645.5,No
CUST-1784,Male,0,20,46.23,924.5999999999999,No
CUST-1785,Female,0,17,42.25,718.25,No
CUST-1786,Female,1,68,90.91,6181.88,Yes
CUST-1787,Female,0,5,28.48,142.4,No
CUST-1788,Male,0,60,94.16,5649.599999999999,No
CUST-1789,Female,1,23,89.34,2054.82,No
CUST-1790,Male,0,46,45.08,2073.68,No
CUST-1791,Female,0,52,45.28,2354.56,No
CUST-1792,Male,0,10,82.89,828.9,No
CUST-1793,Male,1,46,96.22,4426.12,No
CUST-1794,Female,0,28,107.65,3014.2000000000003,Yes
CUST-1795,Female,0,43,105.21,4524.03,No
CUST-1796,Male,0,26,116.49,3028.74,No
CUST-1797,Female,0,55,78.14,4297.7,No
CUST-1798,Male,0,48,110.87,5321.76,No
CUST-1799,Male,0,29,100.85,2924.6499999999996,No
CUST-1800,Male,0,27,109.47,2955.69,No
CUST-1801,Male,1,18,21.16,380.88,No
CUST-1802,Male,0,60,116.59,6995.400000000001,No
CUST-1803,Female,0,69,67.35,4647.15,No
CUST-1804,Male,1,21,99.82,2096.22,Yes
CUST-1805,Male,0,24,32.72,785.28,No
CUST-1806,Female,0,3,59.59,178.77,No
CUST-1807,Male,0,62,47.15,2923.2999999999997,Yes
CUST-1808,Female,1,2,49.17,98.34,Yes
CUST-1809,Female,0,66,32.33,2133.7799999999997,No
CUST-1810,Female,0,42,100.58,4224.36,No
CUST-1811,Male,1,34,20.92,711.2800000000001,No
CUST-1812,Male,0,42,51.25,2152.5,Yes
CUST-1813,Male,1,20,37.44,748.8,Yes
CUST-1814,Female,1,68,78.9,5365.200000000001,No
CUST-1815,Male,0,45,45.43,2044.35,Yes
CUST-1816,Female,0,42,45.9,1927.8,Yes
CUST-1817,Male,0,47,68.83,3235.0099999999998,Yes
CUST-1818,Female,0,5,85.27,426.34999999999997,Yes
CUST-1819,Male,0,49,32.13,1574.3700000000001,Yes
CUST-1820,Male,0,37,37.55,1389.35,No
CUST-1821,Male,1,34,44.72,1520.48,No
CUST-1822,Female,0,70,117.37,8215.9,No
CUST-1823,Female,0,18,59.72,1074.96,No
CUST-1824,Male,1,19,79.9,1518.1000000000001,No
CUST-1825,Male,1,40,44.15,1766.0,No
CUST-1826,Female,0,17,69.05,1173.85,No
CUST-1827,Female,1,60,27.41,1644.6,No
CUST-1828,Female,0,42,23.47,985.74,No
CUST-1829,Male,1,65,66.87,4346.55,No
CUST-1830,Female,0,53,59.87,3173.1099999999997,No
CUST-1831,Male,0,7,33.69,235.82999999999998,No
CUST-1832,Female,0,5,88.76,443.8,No
CUST-1833,Male,0,24,119.29,2862.96,No
CUST-1834,Female,0,28,59.56,1667.68,No
CUST-1835,Female,0,62,82.46,5112.5199999999995,No
CUST-1836,Female,0,17,116.3,1977.1,Yes
CUST-1837,Female,1,20,103.15,2063.0,No
CUST-1838,Female,0,3,66.36,199.07999999999998,No
CUST-1839,Male,0,37,93.75,3468.75,Yes
CUST-1840,Female,0,15,32.81,492.15000000000003,No
CUST-1841,Female,0,51,71.21,3631.7099999999996,No
CUST-1842,Female,1,48,47.91,2299.68,No
CUST-1843,Male,1,8,36.12,288.96,No
CUST-1844,Female,0,13,62.63,814.19,No
CUST-1845,Male,0,48,33.1,1588.8000000000002,No
CUST-1846,Female,0,3,89.9,269.70000000000005,No
CUST-1847,Female,0,65,65.62,4265.3,No
CUST-1848,Male,1,31,73.11,2266.41,No
CUST-1849,Female,0,26,34.64,900.64,No
CUST-1850,Male,0,56,33.98,1902.8799999999999,No
